This is the complete list of games supported by PinMAME 3.6.0.1223 [MAME 0.76] (Jan 24 2025).

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Pirates of the Caribbean (V4.00 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_400ai |
| Pirates of the Caribbean (V1.13 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_113af |
| Pirates of the Caribbean (V1.11 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_111as |
| Pirates of the Caribbean (V1.10 G|  Yes  |  Yes  |  Yes  |  Yes  | potc_110gf |
| Pirates of the Caribbean (V1.10 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_110ai |
| Pirates of the Caribbean (V1.15 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_115ai |
| Pirates of the Caribbean (V1.10 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_110af |
| Pirates of the Caribbean (V1.09 G|  Yes  |  Yes  |  Yes  |  Yes  | potc_109gf |
| Pirates of the Caribbean (V1.09 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_109as |
| Pirates of the Caribbean (V1.09 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_109ai |
| Pirates of the Caribbean (V1.08 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_108as |
| Pirates of the Caribbean (V4.00 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_400al |
| Pirates of the Caribbean (V1.15 G|  Yes  |  Yes  |  Yes  |  Yes  | potc_115gf |
| Pirates of the Caribbean (V1.15 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_115as |
| Pirates of the Caribbean (V3.00 E|  Yes  |  Yes  |  Yes  |  Yes  | potc_300af |
| Pirates of the Caribbean (V4.00 G|  Yes  |  Yes  |  Yes  |  Yes  | potc_400gf |
| Pirates of the Caribbean (V6.0 En|  Yes  |  Yes  |  Yes  |  Yes  | potc_600af |
| Pistol Poker (R01)               |  Yes  |  Yes  |  Yes  |  Yes  | pstlpkr1 |
| Pistol Poker (R02)               |  Yes  |  Yes  |  Yes  |  Yes  | pstlpkr  |
| Playboy (Stern, 2.03 French)     |  Yes  |  Yes  |  Yes  |  Yes  | play203f |
| Playboy (Stern, 5.00 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | playboyi |
| Playboy (Stern, 2.03 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | play203l |
| Playboy (Stern, 2.03 German)     |  Yes  |  Yes  |  Yes  |  Yes  | play203g |
| Playboy (Stern, 2.03)            |  Yes  |  Yes  |  Yes  |  Yes  | play203  |
| Playboy (Stern, 3.00)            |  Yes  |  Yes  |  Yes  |  Yes  | play300  |
| Playboy (Stern, 3.02 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | play302i |
| Playboy (Stern, 3.02 French)     |  Yes  |  Yes  |  Yes  |  Yes  | play302f |
| Playboy (Stern, 3.02 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | play302l |
| Playboy (Stern, 3.02 German)     |  Yes  |  Yes  |  Yes  |  Yes  | play302g |
| Playboy (Stern, 3.02)            |  Yes  |  Yes  |  Yes  |  Yes  | play302  |
| Playboy (/10 Scoring Free Play)  |  Yes  |  Yes  | Yes(2)|  Yes  | playboyd |
| Playboy (Free Play rev. 3)       |  Yes  |  Yes  | Yes(2)|  Yes  | playboyc |
| Playboy (7-digit conversion rev. |  Yes  |  Yes  | Yes(2)|  Yes  | playboyb |
| Playboy                          |  Yes  |  Yes  | Yes(2)|  Yes  | playboy  |
| Playboy (Stern, 3.03 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | play303i |
| Playboy (Stern, 3.03 French)     |  Yes  |  Yes  |  Yes  |  Yes  | play303f |
| Playboy (Stern, 3.03 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | play303l |
| Playboy (Stern, 3.03 German)     |  Yes  |  Yes  |  Yes  |  Yes  | play303g |
| Playboy (Stern, 5.00)            |  Yes  |  Yes  |  Yes  |  Yes  | playboys |
| Playboy (Stern, 5.00 German)     |  Yes  |  Yes  |  Yes  |  Yes  | playboyg |
| Playboy (Stern, 5.00 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | playboyl |
| Playboy (Stern, 3.03)            |  Yes  |  Yes  |  Yes  |  Yes  | play303  |
| Playboy (Stern, 5.00 French)     |  Yes  |  Yes  |  Yes  |  Yes  | playboyf |
| Playboy (Stern, 2.03 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | play203i |
| Playboy (Stern, 4.01)            |  Yes  |  Yes  |  Yes  |  Yes  | play401  |
| Playboy (Stern, 4.01 Italian)    |  Yes  |  Yes  |  Yes  |  Yes  | play401i |
| Playboy (Stern, 4.01 German)     |  Yes  |  Yes  |  Yes  |  Yes  | play401g |
| Playboy (Stern, 4.01 Spanish)    |  Yes  |  Yes  |  Yes  |  Yes  | play401l |
| Playboy (Stern, 4.01 French)     |  Yes  |  Yes  |  Yes  |  Yes  | play401f |
| Playboy 35th Anniversary (2.4)   |  Yes  |  Yes  |  Yes  |  Yes  | play_a24 |
| Pokerino (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | pkrno_l1 |
| Polar Explorer                   |  Yes  |  Yes  | Yes(2)|  Yes  | polar    |
| Pole Position (Sonic)            |  Yes  |  Yes  |  Yes  |  Yes  | poleposn |
| Police Force (LA-3)              |  Yes  |  Yes  | Yes(2)|  Yes  | polic_l3 |
| Police Force (LA-4)              |  Yes  |  Yes  | Yes(2)|  Yes  | polic_l4 |
| Police Force (LG-4 German)       |  Yes  |  Yes  | Yes(2)|  Yes  | polic_g4 |
| Police Force (LA-2)              |  Yes  |  Yes  | Yes(2)|  Yes  | polic_l2 |
| Pompeii (Shuffle) (L-1)          |  Yes  |  Yes  | Yes(2)|  Yes  | pomp_l1  |
| Pool Champion (Free Play)        |  Yes  |  Yes  |Partial|  Yes  | poolcfp  |
| Pool Champion (Italian Speech)   |  Yes  |  Yes  |Partial|  Yes  | poolchai |
| Pool Champion (Italian Speech, Fr|  Yes  |  Yes  |Partial|  Yes  | poolchaifp |
| Pool Champion                    |  Yes  |  Yes  |Partial|  Yes  | poolcham |
| Pool Player (1.0)                |  Yes  |  Yes  |  Yes  |  Yes  | pp100    |
| Pool Sharks (LE-2 Europe)        |  Yes  |  Yes  | Yes(2)|  Yes  | pool_le2 |
| Pool Sharks (LA-7C Competition MO|  Yes  |  Yes  | Yes(2)|  Yes  | pool_l7c |
| Pool Sharks (PA-7 Prototype)     |  Yes  |  Yes  | Yes(2)|  Yes  | pool_p7  |
| Pool Sharks (LA-7)               |  Yes  |  Yes  | Yes(2)|  Yes  | pool_l7  |
| Pool Sharks (LA-5)               |  Yes  |  Yes  | Yes(2)|  Yes  | pool_l5  |
| Pool Sharks (LA-6)               |  Yes  |  Yes  | Yes(2)|  Yes  | pool_l6  |
| Popeye Saves The Earth (PA-3 Prot|  Yes  |  Yes  | Yes(2)|  Yes  | pop_pa3  |
| Popeye Saves The Earth (LX-4)    |  Yes  |  Yes  | Yes(2)|  Yes  | pop_lx4  |
| Popeye Saves The Earth (DX-5 LED |  Yes  |  Yes  | Yes(2)|  Yes  | pop_dx5  |
| Popeye Saves The Earth (LA-4)    |  Yes  |  Yes  | Yes(2)|  Yes  | pop_la4  |
| Popeye Saves The Earth (PA-4 LED |  Yes  |  Yes  | Yes(2)|  Yes  | pop_pa4  |
| Popeye Saves The Earth (LX-5)    |  Yes  |  Yes  | Yes(2)|  Yes  | pop_lx5  |
| Power Play (Free Play+)          |  Yes  |  Yes  |  Yes  |  Yes  | pwerplac |
| Power Play (Free Play)           |  Yes  |  Yes  |  Yes  |  Yes  | pwerplab |
| Power Play                       |  Yes  |  Yes  |  Yes  |  Yes  | pwerplay |
| Punchy The Clown (R02)           |  Yes  |  Yes  |  Yes  |  Yes  | punchy   |
| Punchy The Clown (R03)           |  Yes  |  Yes  |  Yes  |  Yes  | punchy3  |
| Punk!                            |  Yes  |  Yes  | Yes(2)|  Yes  | punk     |
| Punky Willy                      |  Yes  |  Yes  |  Yes  |  Yes  | punkywil |
| Q*Bert's Quest                   |  Yes  |  Yes  | Yes(2)|  Yes  | qbquest  |
| Quicksilver (Free Play & modified|  Yes  |  Yes  | Yes(2)|  Yes  | quicksic |
| Quicksilver (Free Play & modified|  Yes  |  Yes  | Yes(2)|  Yes  | quicksib |
| Quicksilver                      |  Yes  |  Yes  | Yes(2)|  Yes  | quicksil |
| Quicksilver (Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | quicksfp |
| Rack 'Em Up                      |  Yes  |  Yes  | Yes(2)|  Yes  | rackemup |
| Radical! (LG-1 German)           |  Yes  |  Yes  | Yes(2)|  Yes  | radcl_g1 |
| Radical! (P-3 Prototype)         |  Yes  |  Yes  | Yes(2)|  Yes  | radcl_p3 |
| Radical! (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | radcl_l1 |
| Radical! (L-1C Competition MOD)  |  Yes  |  Yes  | Yes(2)|  Yes  | radcl_l1c |
| Raid, The                        |  Yes  |  Yes  |  Yes  |  Yes  | theraid  |
| Raid, The (alternate set)        |  Yes  |  Yes  |  Yes  |  Yes  | theraida |
| Rally                            |  Yes  |  Yes  | Yes(2)|  Yes  | rally    |
| Rambo (Raven unofficial MOD)     |  Yes  |  Yes  | Yes(2)|  Yes  | rambo    |
| Rapid Fire                       |  Yes  |  Yes  |  Yes  |  Yes  | rapidfir |
| Rapid Fire (Free Play)           |  Yes  |  Yes  |  Yes  |  Yes  | rapidfia |
| Rat Race (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | ratrc_l1 |
| Raven (Free Play)                |  Yes  |  Yes  | Yes(2)|  Yes  | ravenfp  |
| Raven (rev. 1 Free Play)         |  Yes  |  Yes  | Yes(2)|  Yes  | ravenafp |
| Raven                            |  Yes  |  Yes  | Yes(2)|  Yes  | raven    |
| Raven (rev. 1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | ravena   |
| Raven (German Free Play)         |  Yes  |  Yes  | Yes(2)|  Yes  | ravengfp |
| Raven (German)                   |  Yes  |  Yes  | Yes(2)|  Yes  | raveng   |
| Ready...Aim...Fire!              |  Yes  |  Yes  | Yes(2)|  Yes  | raimfire |
| Real                             |  Yes  |  Yes  |  Yes  |  Yes  | real     |
| Red Baron                        |  Yes  |  Yes  |  Yes  |  Yes  | redbaron |
| Red and Ted's Road Show (DX-5 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_dx5   |
| Red and Ted's Road Show (PA-2 Pro|  Yes  |  Yes  | Yes(2)|  Yes  | rs_pa2   |
| Red and Ted's Road Show (LA-4)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_la4   |
| Red and Ted's Road Show (LX-5)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_lx5   |
| Red and Ted's Road Show (DA-5 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_da5   |
| Red and Ted's Road Show (LA-5)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_la5   |
| Red and Ted's Road Show (L-6)    |  Yes  |  Yes  | Yes(2)|  Yes  | rs_l6    |
| Red and Ted's Road Show (L-6C Com|  Yes  |  Yes  | Yes(2)|  Yes  | rs_l6c   |
| Red and Ted's Road Show (LX-3)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_lx3   |
| Red and Ted's Road Show (DX-2 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_dx2   |
| Red and Ted's Road Show (DX-3 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_dx3   |
| Red and Ted's Road Show (DX-4 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_dx4   |
| Red and Ted's Road Show (LX-4)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_lx4   |
| Red and Ted's Road Show (DA-4 LED|  Yes  |  Yes  | Yes(2)|  Yes  | rs_da4   |
| Red and Ted's Road Show (LX-2)   |  Yes  |  Yes  | Yes(2)|  Yes  | rs_lx2   |
| Rescue 911 (rev. 1)              |  Yes  |  Yes  | Yes(2)|  Yes  | rescu911 |
| Rider's Surf                     |  Yes  |  Yes  |  Yes  |  Yes  | ridersrf |
| Rio                              |  Yes  |  Yes  |  Yes  |  Yes  | rio      |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300g  |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300   |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301i  |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301f  |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301l  |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleysf |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleysl |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300l  |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleysi |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301g  |
| Ripley's Believe It or Not! (3.01|  Yes  |  Yes  |  Yes  |  Yes  | rip301   |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302i  |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300i  |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302f  |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302l  |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302g  |
| Ripley's Believe It or Not! (3.02|  Yes  |  Yes  |  Yes  |  Yes  | rip302   |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310i  |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310f  |
| Ripley's Believe It or Not! (3.00|  Yes  |  Yes  |  Yes  |  Yes  | rip300f  |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310l  |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310g  |
| Ripley's Believe It or Not! (3.10|  Yes  |  Yes  |  Yes  |  Yes  | rip310   |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleys  |
| Ripley's Believe It or Not! (3.20|  Yes  |  Yes  |  Yes  |  Yes  | ripleysg |
| Riverboat Gambler (L-3)          |  Yes  |  Yes  | Yes(2)|  Yes  | rvrbt_l3 |
| Riverboat Gambler (PA-7 Prototype|  Yes  |  Yes  | Yes(2)|  Yes  | rvrbt_p7 |
| Road Kings (L-3)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rdkng_l3 |
| Road Kings (L-1)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rdkng_l1 |
| Road Kings (L-2)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rdkng_l2 |
| Road Kings (L-4)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rdkng_l4 |
| Road Runner (Prototype)          |  Yes  |  Yes  |  Yes  |  Yes  | roadrunr |
| Robo-War                         |  Yes  |  Yes  | Yes(2)|  Yes  | robowars |
| Robo-War (French)                |  Yes  |  Yes  | Yes(2)|  Yes  | robowarf |
| Robo-War (Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | robowrfp |
| Robo-War (French Free Play)      |  Yes  |  Yes  | Yes(2)|  Yes  | robowffp |
| Robocop (3.0)                    |  Yes  |  Yes  |  Yes  |  Yes  | robo_a30 |
| Robocop (2.9)                    |  Yes  |  Yes  |  Yes  |  Yes  | robo_a29 |
| Robocop (3.4)                    |  Yes  |  Yes  |  Yes  |  Yes  | robo_a34 |
| Robot (German Speech)            |  Yes  |  Yes  |  Yes  |  Yes  | robotg   |
| Robot                            |  Yes  |  Yes  |  Yes  |  Yes  | robot    |
| Robot (Free Play)                |  Yes  |  Yes  |  Yes  |  Yes  | robotfp  |
| Robot (Italian Speech, Free Play)|  Yes  |  Yes  |  Yes  |  Yes  | robotifp |
| Robot (German Speech, Free Play) |  Yes  |  Yes  |  Yes  |  Yes  | robotgfp |
| Robot (French Speech)            |  Yes  |  Yes  |  Yes  |  Yes  | robotf   |
| Robot (Italian Speech)           |  Yes  |  Yes  |  Yes  |  Yes  | roboti   |
| Robot (French Speech, Free Play) |  Yes  |  Yes  |  Yes  |  Yes  | robotffp |
| Rock (German)                    |  Yes  |  Yes  | Yes(2)|  Yes  | rockg    |
| Rock (German Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | rockgfp  |
| Rock (Free Play)                 |  Yes  |  Yes  | Yes(2)|  Yes  | rockfp   |
| Rock                             |  Yes  |  Yes  | Yes(2)|  Yes  | rock     |
| Rock 2500                        |  Yes  |  Yes  |  Yes  |  Yes  | rock2500 |
| Rock Encore                      |  Yes  |  Yes  | Yes(2)|  Yes  | rock_enc |
| Rock Encore (German)             |  Yes  |  Yes  | Yes(2)|  Yes  | rock_eg  |
| Rock Encore (German Free Play)   |  Yes  |  Yes  | Yes(2)|  Yes  | rockegfp |
| Rock Encore (Free Play)          |  Yes  |  Yes  | Yes(2)|  Yes  | rock_efp |
| Rocky                            |  Yes  |  Yes  | Yes(2)|  Yes  | rocky    |
| Rocky (French Speech)            |  Yes  |  Yes  | Yes(2)|  Yes  | rockyf   |
| Roller Disco                     |  Yes  |  Yes  | Yes(2)|  Yes  | roldisco |
| RollerCoaster Tycoon (7.02 Spanis|  Yes  |  Yes  |  Yes  |  Yes  | rctycnl  |
| RollerCoaster Tycoon (6.00 Italia|  Yes  |  Yes  |  Yes  |  Yes  | rct600i  |
| RollerCoaster Tycoon (6.00 French|  Yes  |  Yes  |  Yes  |  Yes  | rct600f  |
| RollerCoaster Tycoon (7.02 French|  Yes  |  Yes  |  Yes  |  Yes  | rctycnf  |
| RollerCoaster Tycoon (7.01)      |  Yes  |  Yes  |  Yes  |  Yes  | rct701   |
| RollerCoaster Tycoon (6.00 Spanis|  Yes  |  Yes  |  Yes  |  Yes  | rct600l  |
| RollerCoaster Tycoon (7.01 German|  Yes  |  Yes  |  Yes  |  Yes  | rct701g  |
| RollerCoaster Tycoon (7.02)      |  Yes  |  Yes  |  Yes  |  Yes  | rctycn   |
| RollerCoaster Tycoon (7.01 Spanis|  Yes  |  Yes  |  Yes  |  Yes  | rct701l  |
| RollerCoaster Tycoon (7.02 German|  Yes  |  Yes  |  Yes  |  Yes  | rctycng  |
| RollerCoaster Tycoon (7.02 Italia|  Yes  |  Yes  |  Yes  |  Yes  | rctycni  |
| RollerCoaster Tycoon (4.00)      |  Yes  |  Yes  |  Yes  |  Yes  | rct400   |
| RollerCoaster Tycoon (4.00 Spanis|  Yes  |  Yes  |  Yes  |  Yes  | rct400l  |
| RollerCoaster Tycoon (4.00 French|  Yes  |  Yes  |  Yes  |  Yes  | rct400f  |
| RollerCoaster Tycoon (4.00 German|  Yes  |  Yes  |  Yes  |  Yes  | rct400g  |
| RollerCoaster Tycoon (4.00 Italia|  Yes  |  Yes  |  Yes  |  Yes  | rct400i  |
| RollerCoaster Tycoon (7.01 French|  Yes  |  Yes  |  Yes  |  Yes  | rct701f  |
| RollerCoaster Tycoon (7.01 Italia|  Yes  |  Yes  |  Yes  |  Yes  | rct701i  |
| RollerCoaster Tycoon (6.00)      |  Yes  |  Yes  |  Yes  |  Yes  | rct600   |
| Rollergames (AD-2 Prototype)     |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_d2 |
| Rollergames (LG-3 German)        |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_g3 |
| Rollergames (LA-2)               |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_l2 |
| Rollergames (LA-1)               |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_l1 |
| Rollergames (PA-2 Prototype, PA-1|  Yes  |  Yes  | Yes(2)|  Yes  | rollr_p2 |
| Rollergames (LA-2C Competition MO|  Yes  |  Yes  | Yes(2)|  Yes  | rollr_l2c |
| Rollergames (LF-2 French)        |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_f2 |
| Rollergames (PU-1 Prototype Europ|  Yes  |  Yes  | Yes(2)|  Yes  | rollr_e1 |
| Rollergames (LF-3 French)        |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_f3 |
| Rollergames (EXPERIMENTAL)       |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_ex |
| Rollergames (LU-3 Europe)        |  Yes  |  Yes  | Yes(2)|  Yes  | rollr_l3 |
| Rolling Stones                   |  Yes  |  Yes  |  Yes  |  Yes  | rollston |
| Rolling Stones (7-digit conversio|  Yes  |  Yes  |  Yes  |  Yes  | rollstob |
| Rolling Stones, The (V1.03)      |  Yes  |  Yes  |  Yes  |  Yes  | rsn_103  |
| Rolling Stones, The (V1.1)       |  Yes  |  Yes  |  Yes  |  Yes  | rsn_110  |
| Rolling Stones, The (V1.05)      |  Yes  |  Yes  |  Yes  |  Yes  | rsn_105  |
| Rolling Stones, The Limited Editi|  Yes  |  Yes  |  Yes  |  Yes  | rsn_100h |
| Rolling Stones, The Limited Editi|  Yes  |  Yes  |  Yes  |  Yes  | rsn_110h |
| Rotation VIII (1.15)             |  Yes  |  Yes  |  Yes  |  Yes  | rota_115 |
| Rotation VIII (1.17)             |  Yes  |  Yes  |  Yes  |  Yes  | rotation |
| Rotation VIII (1.01)             |  Yes  |  Yes  |  Yes  |  Yes  | rota_101 |
| Roy Clark - The Entertainer      |  Yes  |  Yes  |  Yes  |  Yes  | royclark |
| Royal Flush Deluxe (rev. 1)      |  Yes  |  Yes  | Yes(2)|  Yes  | rflshdlx1 |
| Royal Flush Deluxe (rev. 2)      |  Yes  |  Yes  | Yes(2)|  Yes  | rflshdlx |
| Rush (1.0)                       |  Yes  |  Yes  |   No  |  Yes  | rush_10  |
| S.A.M. Boot Flash Update (V3.1)  |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0310 |
| S.A.M. III Board Tester (on-board|  Yes  |  Yes  | Yes(2)|  Yes  | sam_iii  |
| S.A.M. IV Board Tester (external)|  Yes  |  Yes  | Yes(2)|  Yes  | sam_iv   |
| S.A.M. System Flash Boot (V1.06) |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0106 |
| S.A.M. System Flash Boot (V2.3)  |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0230 |
| S.A.M. System Flash Boot (V2.10) |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0210 |
| S.A.M. System Flash Boot (V1.02) |  Yes  |  Yes  |  Yes  |  Yes  | sam1_flashb_0102 |
| Safe Cracker (1.8 No Percentaging|  Yes  |  Yes  | Yes(2)|  Yes  | sc_18n11 |
| Safe Cracker (1.8 / S1.1)        |  Yes  |  Yes  | Yes(2)|  Yes  | sc_18s11 |
| Safe Cracker (1.7 No Percentaging|  Yes  |  Yes  | Yes(2)|  Yes  | sc_17n   |
| Safe Cracker (1.8 No Percentaging|  Yes  |  Yes  | Yes(2)|  Yes  | sc_18ns2 |
| Safe Cracker (1.8 Pinball FX / S1|  Yes  |  Yes  | Yes(2)|  Yes  | sc_18pfx |
| Safe Cracker (1.0 / S1.0)        |  Yes  |  Yes  | Yes(2)|  Yes  | sc_10    |
| Safe Cracker (1.4 / S1.0)        |  Yes  |  Yes  | Yes(2)|  Yes  | sc_14    |
| Safe Cracker (0.91 Prototype / S1|  Yes  |  Yes  | Yes(2)|  Yes  | sc_091   |
| Safe Cracker (1.8 / S2.4 German) |  Yes  |  Yes  | Yes(2)|  Yes  | sc_18s2  |
| Safe Cracker (1.7 / S1.0)        |  Yes  |  Yes  | Yes(2)|  Yes  | sc_17    |
| Sahara Love                      |  Yes  |  Yes  |Partial|  Yes  | sahalove |
| Saturn 2                         |  Yes  |  Yes  |  Yes  |  Yes  | saturn2  |
| Saturn 2 (Free Play)             |  Yes  |  Yes  |  Yes  |  Yes  | saturnfp |
| Scared Stiff (1.5)               |  Yes  |  Yes  | Yes(2)|  Yes  | ss_15    |
| Scared Stiff (1.1, Sound 1.0)    |  Yes  |  Yes  | Yes(2)|  Yes  | ss_11s10 |
| Scared Stiff (1.1)               |  Yes  |  Yes  | Yes(2)|  Yes  | ss_11    |
| Scared Stiff (D.01R Prototype, So|  Yes  |  Yes  | Yes(2)|  Yes  | ss_01    |
| Scared Stiff (0.3 Prototype)     |  Yes  |  Yes  | Yes(2)|  Yes  | ss_03    |
| Scared Stiff (D.01R Prototype Coi|  Yes  |  Yes  | Yes(2)|  Yes  | ss_01b   |
| Scared Stiff (1.4)               |  Yes  |  Yes  | Yes(2)|  Yes  | ss_14    |
| Scared Stiff (1.2)               |  Yes  |  Yes  | Yes(2)|  Yes  | ss_12    |
| Scorpion (T-1 Ted Estes, Free Pla|  Yes  |  Yes  | Yes(2)|  Yes  | scrpn_t1ff |
| Scorpion (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | scrpn_l1 |
| Scorpion (L-1 Free Play Fix)     |  Yes  |  Yes  | Yes(2)|  Yes  | scrpn_l1ff |
| Scorpion (T-1 Ted Estes)         |  Yes  |  Yes  | Yes(2)|  Yes  | scrpn_t1 |
| Scott's Test ROM (version 8)     |  Yes  |  Yes  | Yes(2)|  Yes  | scotest8 |
| Scramble                         |  Yes  |  Yes  |  Yes  |  Yes  | scram_tp |
| Seawitch (MOD rev. 9.3)          |  Yes  |  Yes  | Yes(2)|  Yes  | seawitchf |
| Seawitch (MOD rev. 8)            |  Yes  |  Yes  | Yes(2)|  Yes  | seawitchd |
| Seawitch (MOD rev. 7)            |  Yes  |  Yes  | Yes(2)|  Yes  | seawitchc |
| Seawitch                         |  Yes  |  Yes  | Yes(2)|  Yes  | seawitch |
| Seawitch (Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | seawitfp |
| Seawitch (MOD rev. 5)            |  Yes  |  Yes  | Yes(2)|  Yes  | seawitcha |
| Seawitch (MOD rev. 6)            |  Yes  |  Yes  | Yes(2)|  Yes  | seawitchb |
| Seawitch (MOD rev. 9)            |  Yes  |  Yes  | Yes(2)|  Yes  | seawitche |
