This is the complete list of games supported by PinMAME 3.6.0.1223 [MAME 0.76] (Jan 24 2025).

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Batman (1.01)                    |  Yes  |  Yes  |  Yes  |  Yes  | btmn_101 |
| Batman (1.06)                    |  Yes  |  Yes  |  Yes  |  Yes  | btmn_106 |
| Batman (1.03 German)             |  Yes  |  Yes  |  Yes  |  Yes  | btmn_g13 |
| Batman (1.03)                    |  Yes  |  Yes  |  Yes  |  Yes  | btmn_103 |
| Batman (1.03 French)             |  Yes  |  Yes  |  Yes  |  Yes  | btmn_f13 |
| Batman Forever (3.0)             |  Yes  |  Yes  |  Yes  |  Yes  | batmanf3 |
| Batman Forever (5.01 unofficial M|  Yes  |  Yes  |  Yes  |  Yes  | batmanf501 |
| Batman Forever (5.0 unofficial MO|  Yes  |  Yes  |  Yes  |  Yes  | batmanf5 |
| Batman Forever (4.0 Timed Play)  |  Yes  |  Yes  |  Yes  |  Yes  | bmf_time |
| Batman Forever (4.0 Japanese)    |  Yes  |  Yes  |  Yes  |  Yes  | bmf_jp   |
| Batman Forever (4.0 Swedish)     |  Yes  |  Yes  |  Yes  |  Yes  | bmf_sv   |
| Batman Forever (4.0 Belgian)     |  Yes  |  Yes  |  Yes  |  Yes  | bmf_be   |
| Batman Forever (4.0 Swiss)       |  Yes  |  Yes  |  Yes  |  Yes  | bmf_ch   |
| Batman Forever (2.02)            |  Yes  |  Yes  |  Yes  |  Yes  | batmanf2 |
| Batman Forever (4.0 Canadian)    |  Yes  |  Yes  |  Yes  |  Yes  | bmf_cn   |
| Batman Forever (4.0 German)      |  Yes  |  Yes  |  Yes  |  Yes  | bmf_de   |
| Batman Forever (4.0 French)      |  Yes  |  Yes  |  Yes  |  Yes  | bmf_fr   |
| Batman Forever (4.0 Dutch)       |  Yes  |  Yes  |  Yes  |  Yes  | bmf_nl   |
| Batman Forever (3.02 Dutch, Displ|  Yes  |  Yes  |  Yes  |  Yes  | bmf_nl302 |
| Batman Forever (4.0 Italian, Disp|  Yes  |  Yes  |  Yes  |  Yes  | bmf_it   |
| Batman Forever (1.02)            |  Yes  |  Yes  |  Yes  |  Yes  | batmanf1 |
| Batman Forever (4.0 Spanish)     |  Yes  |  Yes  |  Yes  |  Yes  | bmf_sp   |
| Batman Forever (4.0 Italian, Disp|  Yes  |  Yes  |  Yes  |  Yes  | bmf_it3  |
| Batman Forever (4.0 Norwegian)   |  Yes  |  Yes  |  Yes  |  Yes  | bmf_no   |
| Batman Forever (4.0 Italian, Disp|  Yes  |  Yes  |  Yes  |  Yes  | bmf_it2  |
| Batman Forever (4.0 Austrian)    |  Yes  |  Yes  |  Yes  |  Yes  | bmf_at   |
| Batman Forever (4.0 English)     |  Yes  |  Yes  |  Yes  |  Yes  | bmf_uk   |
| Batman Forever (4.0)             |  Yes  |  Yes  |  Yes  |  Yes  | batmanf  |
| Batman: The Dark Knight (V2.2)   |  Yes  |  Yes  |  Yes  |  Yes  | bdk_220  |
| Batman: The Dark Knight (V2.9)   |  Yes  |  Yes  |  Yes  |  Yes  | bdk_290  |
| Batman: The Dark Knight (V2.94)  |  Yes  |  Yes  |  Yes  |  Yes  | bdk_294  |
| Batman: The Dark Knight (V1.3)   |  Yes  |  Yes  |  Yes  |  Yes  | bdk_130  |
| Batman: The Dark Knight (V1.5)   |  Yes  |  Yes  |  Yes  |  Yes  | bdk_150  |
| Batman: The Dark Knight (V1.6)   |  Yes  |  Yes  |  Yes  |  Yes  | bdk_160  |
| Batman: The Dark Knight (V2.1)   |  Yes  |  Yes  |  Yes  |  Yes  | bdk_210  |
| Batman: The Dark Knight (V2.0)   |  Yes  |  Yes  |  Yes  |  Yes  | bdk_200  |
| Batman: The Dark Knight (V2.4)   |  Yes  |  Yes  |  Yes  |  Yes  | bdk_240  |
| Batman: The Dark Knight Home Edit|  Yes  |  Yes  |  Yes  |  Yes  | bdk_300  |
| Baywatch (2.01 French)           |  Yes  |  Yes  |  Yes  |  Yes  | bay_f201 |
| Baywatch (4.00)                  |  Yes  |  Yes  |  Yes  |  Yes  | baywatch |
| Baywatch (4.00 Dutch)            |  Yes  |  Yes  |  Yes  |  Yes  | bay_d400 |
| Baywatch (4.01 unofficial MOD)   |  Yes  |  Yes  |  Yes  |  Yes  | bay_401  |
| Baywatch (4.00 English)          |  Yes  |  Yes  |  Yes  |  Yes  | bay_e400 |
| Baywatch (3.00 German)           |  Yes  |  Yes  |  Yes  |  Yes  | bay_g300 |
| Baywatch (3.00 Dutch)            |  Yes  |  Yes  |  Yes  |  Yes  | bay_d300 |
| Beach Bums (Hollywood Heat unoffi|  Yes  |  Yes  | Yes(2)|  Yes  | beachbms |
| Beat the Clock (with flasher supp|  Yes  |  Yes  |  Yes  |  Yes  | beatclc2 |
| Beat the Clock                   |  Yes  |  Yes  |  Yes  |  Yes  | beatclck |
| Beavis and Butt-Head (Class of 18|  Yes  |  Yes  | Yes(2)|  Yes  | beav_butt |
| Bell Ringer                      |  Yes  |  Yes  | Yes(2)|  Yes  | bellring |
| Big Ball Bowling (Bowler)        |  Yes  |  Yes  | Yes(2)|  Yes  | bbbowlin |
| Big Bang Bar (Beta 1.8 US)       |  Yes  |  Yes  |  Yes  |  Yes  | bbb108   |
| Big Bang Bar (Beta 1.9 US)       |  Yes  |  Yes  |  Yes  |  Yes  | bbb109   |
| Big Bat                          |  Yes  |  Yes  |  Yes  |  Yes  | bigbat   |
| Big Buck Hunter Pro (V1.7)       |  Yes  |  Yes  |  Yes  |  Yes  | bbh_170  |
| Big Buck Hunter Pro (V1.5)       |  Yes  |  Yes  |  Yes  |  Yes  | bbh_150  |
| Big Buck Hunter Pro (V1.6)       |  Yes  |  Yes  |  Yes  |  Yes  | bbh_160  |
| Big Buck Hunter Pro (V1.4)       |  Yes  |  Yes  |  Yes  |  Yes  | bbh_140  |
| Big Game (MOD rev. 8)            |  Yes  |  Yes  | Yes(2)|  Yes  | biggamec |
| Big Game (MOD rev. 9)            |  Yes  |  Yes  | Yes(2)|  Yes  | biggamed |
| Big Game                         |  Yes  |  Yes  | Yes(2)|  Yes  | biggame  |
| Big Game (MOD rev. 13)           |  Yes  |  Yes  | Yes(2)|  Yes  | biggamef |
| Big Game (Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | biggamfp |
| Big Game (MOD rev. 12)           |  Yes  |  Yes  | Yes(2)|  Yes  | biggamee |
| Big Game (MOD rev. 7)            |  Yes  |  Yes  | Yes(2)|  Yes  | biggameb |
| Big Guns (P-1 Prototype)         |  Yes  |  Yes  | Yes(2)|  Yes  | bguns_p1 |
| Big Guns (L-7)                   |  Yes  |  Yes  | Yes(2)|  Yes  | bguns_l7 |
| Big Guns (L-AC Competition MOD)  |  Yes  |  Yes  | Yes(2)|  Yes  | bguns_lac |
| Big Guns (L-8)                   |  Yes  |  Yes  | Yes(2)|  Yes  | bguns_l8 |
| Big Guns (L-A)                   |  Yes  |  Yes  | Yes(2)|  Yes  | bguns_la |
| Big House (French Free Play)     |  Yes  |  Yes  | Yes(2)|  Yes  | bighsffp |
| Big House (Free Play)            |  Yes  |  Yes  | Yes(2)|  Yes  | bighosfp |
| Big House (German Free Play)     |  Yes  |  Yes  | Yes(2)|  Yes  | bighsgfp |
| Big House                        |  Yes  |  Yes  | Yes(2)|  Yes  | bighouse |
| Big House (German)               |  Yes  |  Yes  | Yes(2)|  Yes  | bighousg |
| Big House (French)               |  Yes  |  Yes  | Yes(2)|  Yes  | bighousf |
| Big Hurt (rev. 3)                |  Yes  |  Yes  | Yes(2)|  Yes  | bighurt  |
| Big Strike (Shuffle) (L-1)       |  Yes  |  Yes  |  Yes  |  Yes  | bstrk_l1 |
| Big Town                         |  Yes  |  Yes  |  Yes  |  Yes  | bigtown  |
| Bike Race (2-ball play)          |   No  |  Yes  |  Yes  |  Yes  | bikerac2 |
| Bike Race                        |   No  |  Yes  |  Yes  |  Yes  | bikerace |
| Black Beauty (Shuffle)           |  Yes  |  Yes  | Yes(2)|  Yes  | blbeauty |
| Black Belt (Zaccaria)            |  Yes  |  Yes  |Partial|  Yes  | bbeltzac |
| Black Belt (Zaccaria, French Spee|  Yes  |  Yes  |Partial|  Yes  | bbeltzaf |
| Black Belt (Zaccaria, Italian Spe|  Yes  |  Yes  |Partial|  Yes  | bbeltifp |
| Black Belt                       |  Yes  |  Yes  |  Yes  |  Yes  | blackblt |
| Black Belt (Zaccaria, Free Play) |  Yes  |  Yes  |Partial|  Yes  | bbeltzfp |
| Black Belt (Zaccaria, Italian Spe|  Yes  |  Yes  |Partial|  Yes  | bbeltzai |
| Black Belt (Zaccaria, French Spee|  Yes  |  Yes  |Partial|  Yes  | bbeltffp |
| Black Belt (Squawk and Talk)     |  Yes  |  Yes  |  Yes  |  Yes  | blackbl2 |
| Black Belt (Zaccaria, German Spee|  Yes  |  Yes  |Partial|  Yes  | bbeltgfp |
| Black Belt (Zaccaria, German Spee|  Yes  |  Yes  |Partial|  Yes  | bbeltzag |
| Black Fever                      |  Yes  |  Yes  |  Yes  |  Yes  | blkfever |
| Black Hole (rev. 4)              |  Yes  |  Yes  | Yes(2)|  Yes  | blckhole |
| Black Hole (LTD)                 |  Yes  |  Yes  |   No  |  Yes  | bhol_ltd |
| Black Hole (rev. 2)              |  Yes  |  Yes  | Yes(2)|  Yes  | blkhole2 |
| Black Hole (Sound Only)          |  Yes  |  Yes  | Yes(2)|  Yes  | blkholea |
| Black Hole (Sound Only, 7-digit c|  Yes  |  Yes  | Yes(2)|  Yes  | blkhol7s |
| Black Hole (LTD, with Ekky sound |  Yes  |  Yes  |  Yes  |  Yes  | bhol_ltd_ekky |
| Black Hole (7-digit conversion)  |  Yes  |  Yes  | Yes(2)|  Yes  | blkhole7 |
| Black Jack (Free Play)           |  Yes  |  Yes  |  Yes  |  Yes  | blackjcb |
| Black Jack (Saucer points modific|  Yes  |  Yes  |  Yes  |  Yes  | blackjcc |
| Black Jack                       |  Yes  |  Yes  |  Yes  |  Yes  | blackjck |
| Black Jack (Free Play+)          |  Yes  |  Yes  |  Yes  |  Yes  | blackjcd |
| Black Knight (L-3)               |  Yes  |  Yes  | Yes(2)|  Yes  | bk_l3    |
| Black Knight (L-2)               |  Yes  |  Yes  | Yes(2)|  Yes  | bk_l2    |
| Black Knight (L-4, French Speech)|  Yes  |  Yes  | Yes(2)|  Yes  | bk_f4    |
| Black Knight (L-4)               |  Yes  |  Yes  | Yes(2)|  Yes  | bk_l4    |
| Black Knight 2000 (L-4)          |  Yes  |  Yes  | Yes(2)|  Yes  | bk2k_l4  |
| Black Knight 2000 (LA-2)         |  Yes  |  Yes  | Yes(2)|  Yes  | bk2k_la2 |
| Black Knight 2000 (PF-1 Prototype|  Yes  |  Yes  | Yes(2)|  Yes  | bk2k_pf1 |
| Black Knight 2000 (PU-1 Prototype|  Yes  |  Yes  | Yes(2)|  Yes  | bk2k_pu1 |
| Black Knight 2000 (PA-7 Prototype|  Yes  |  Yes  | Yes(2)|  Yes  | bk2k_pa7 |
| Black Knight 2000 (LG-1 German)  |  Yes  |  Yes  | Yes(2)|  Yes  | bk2k_lg1 |
| Black Knight 2000 (PA-5 Prototype|  Yes  |  Yes  | Yes(2)|  Yes  | bk2k_pa5 |
| Black Knight 2000 (LG-3 German)  |  Yes  |  Yes  | Yes(2)|  Yes  | bk2k_lg3 |
| Black Pyramid                    |  Yes  |  Yes  |  Yes  |  Yes  | blakpyra |
| Black Pyramid (Free Play)        |  Yes  |  Yes  |  Yes  |  Yes  | blakpyrb |
| Black Rose (D-3 LED Ghost Fix)   |  Yes  |  Yes  | Yes(2)|  Yes  | br_d3    |
| Black Rose (L-1)                 |  Yes  |  Yes  | Yes(2)|  Yes  | br_l1    |
| Black Rose (D-1 LED Ghost Fix)   |  Yes  |  Yes  | Yes(2)|  Yes  | br_d1    |
| Black Rose (L-3)                 |  Yes  |  Yes  | Yes(2)|  Yes  | br_l3    |
| Black Rose (L-4)                 |  Yes  |  Yes  | Yes(2)|  Yes  | br_l4    |
| Black Rose (P-18 LED Ghost Fix)  |  Yes  |  Yes  | Yes(2)|  Yes  | br_p18   |
| Black Rose (D-4 LED Ghost Fix)   |  Yes  |  Yes  | Yes(2)|  Yes  | br_d4    |
| Black Rose (P-17 Prototype, SP-1)|  Yes  |  Yes  | Yes(2)|  Yes  | br_p17   |
| Black Sheep Squadron             |  Yes  |  Yes  |  Yes  |  Yes  | blkshpsq |
| Black Velvet                     |  Yes  |  Yes  |  Yes  |  Yes  | blvelvet |
| Blackout (T-1 Ted Estes)         |  Yes  |  Yes  | Yes(2)|  Yes  | blkou_t1 |
| Blackout (T-1 Ted Estes, Free Pla|  Yes  |  Yes  | Yes(2)|  Yes  | blkou_t1ff |
| Blackout (L-1, French Speech, Fre|  Yes  |  Yes  | Yes(2)|  Yes  | blkou_f1ff |
| Blackout (L-1, French Speech)    |  Yes  |  Yes  | Yes(2)|  Yes  | blkou_f1 |
| Blackout (L-1 Free Play Fix)     |  Yes  |  Yes  | Yes(2)|  Yes  | blkou_l1ff |
| Blackout (L-1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | blkou_l1 |
| Blackwater 100                   |  Yes  |  Yes  |  Yes  |  Yes  | black100 |
| Blackwater 100 (Single Ball Play)|  Yes  |  Yes  |  Yes  |  Yes  | black10s |
| Bloody Roller                    |  Yes  |  Yes  |  Yes  |  Yes  | blroller |
| Bone Busters Inc. (French Free Pl|  Yes  |  Yes  | Yes(2)|  Yes  | bonebffp |
| Bone Busters Inc. (German)       |  Yes  |  Yes  | Yes(2)|  Yes  | bonebstg |
| Bone Busters Inc. (German Free Pl|  Yes  |  Yes  | Yes(2)|  Yes  | bonebgfp |
| Bone Busters Inc.                |  Yes  |  Yes  | Yes(2)|  Yes  | bonebstr |
| Bone Busters Inc. (Free Play)    |  Yes  |  Yes  | Yes(2)|  Yes  | bonebsfp |
| Bone Busters Inc. (French)       |  Yes  |  Yes  | Yes(2)|  Yes  | bonebstf |
| Boomerang (Engineering Prototype,|  Yes  |  Yes  |  Yes  |  Yes  | boomrang |
| Boomerang (MOD Bugfixes patch)   |  Yes  |  Yes  |  Yes  |  Yes  | boomranb |
| Bounty Hunter                    |  Yes  |  Yes  | Yes(2)|  Yes  | bountyh  |
| Bounty Hunter (Free Play)        |  Yes  |  Yes  | Yes(2)|  Yes  | bounthfp |
| Bounty Hunter (German Free Play) |  Yes  |  Yes  | Yes(2)|  Yes  | bountgfp |
| Bounty Hunter (German)           |  Yes  |  Yes  | Yes(2)|  Yes  | bountyhg |
| Bow & Arrow (Prototype, rev. 23) |  Yes  |  Yes  |  Yes  |  Yes  | bowarrow |
| Bow & Arrow (Prototype, rev. 22) |  Yes  |  Yes  |  Yes  |  Yes  | bowarroa |
| Bram Stoker's Dracula (P-11 Proto|  Yes  |  Yes  | Yes(2)|  Yes  | drac_p11 |
| Bram Stoker's Dracula (P-12 LED G|  Yes  |  Yes  | Yes(2)|  Yes  | drac_p12 |
| Bram Stoker's Dracula (L-2C Compe|  Yes  |  Yes  | Yes(2)|  Yes  | drac_l2c |
| Bram Stoker's Dracula (D-1 LED Gh|  Yes  |  Yes  | Yes(2)|  Yes  | drac_d1  |
| Bram Stoker's Dracula (L-1)      |  Yes  |  Yes  | Yes(2)|  Yes  | drac_l1  |
| Brave Team (Free Play)           |  Yes  |  Yes  |  Yes  |  Yes  | brvteafp |
| Brave Team                       |  Yes  |  Yes  |  Yes  |  Yes  | brvteam  |
| Break                            |  Yes  |  Yes  |  Yes  |  Yes  | break    |
| Breakshot (Beta 1.5)             |  Yes  |  Yes  |  Yes  |  Yes  | bsb105   |
| Breakshot (1.3)                  |  Yes  |  Yes  |  Yes  |  Yes  | bsv103   |
| Breakshot (1.2)                  |  Yes  |  Yes  |  Yes  |  Yes  | bsv102   |
| Breakshot (Redemption 1.2)       |  Yes  |  Yes  |  Yes  |  Yes  | bsv102r  |
| Breakshot (Redemption 1.0)       |  Yes  |  Yes  |  Yes  |  Yes  | bsv100r  |
| Brooklyn (set 2) (Bingo)         |   No  |  Yes  |  Yes  |  Yes  | brooklyna |
| Brooklyn (set 1) (Bingo)         |   No  |  Yes  |  Yes  |  Yes  | brooklyn |
| Brooks & Dunn (rev. T1)          |  Yes  |  Yes  | Yes(2)|  Yes  | brooks   |
| Bubba the Redneck Werewolf (Holly|  Yes  |  Yes  | Yes(2)|  Yes  | bubba    |
| Buck Rogers                      |  Yes  |  Yes  | Yes(2)|  Yes  | buckrgrs |
| Bugs Bunny's Birthday Ball (L-2) |  Yes  |  Yes  | Yes(2)|  Yes  | bbnny_l2 |
| Bugs Bunny's Birthday Ball (LU-2 |  Yes  |  Yes  | Yes(2)|  Yes  | bbnny_lu |
| Bugs Bunny's Birthday Ball (LG-2 |  Yes  |  Yes  | Yes(2)|  Yes  | bbnny_lg |
| Bushido                          |  Yes  |  Yes  |  Yes  |  Yes  | bushido  |
| Bushido (alternate set A)        |  Yes  |  Yes  |  Yes  |  Yes  | bushidoa |
| Bushido (alternate set B)        |  Yes  |  Yes  |  Yes  |  Yes  | bushidob |
| CSI: Crime Scene Investigation (V|  Yes  |  Yes  |  Yes  |  Yes  | csi_104  |
| CSI: Crime Scene Investigation (V|  Yes  |  Yes  |  Yes  |  Yes  | csi_103  |
| CSI: Crime Scene Investigation (V|  Yes  |  Yes  |  Yes  |  Yes  | csi_102  |
| CSI: Crime Scene Investigation (V|  Yes  |  Yes  |  Yes  |  Yes  | csi_230  |
| CSI: Crime Scene Investigation (V|  Yes  |  Yes  |  Yes  |  Yes  | csi_240  |
| CSI: Crime Scene Investigation (V|  Yes  |  Yes  |  Yes  |  Yes  | csi_200  |
| CSI: Crime Scene Investigation (V|  Yes  |  Yes  |  Yes  |  Yes  | csi_210  |
| Cactus Canyon (1.3 Real Knocker p|  Yes  |  Yes  | Yes(2)|  Yes  | cc_13k   |
| Cactus Canyon (1.04 Test 0.2)    |  Yes  |  Yes  | Yes(2)|  Yes  | cc_104   |
| Cactus Canyon (1.3)              |  Yes  |  Yes  | Yes(2)|  Yes  | cc_13    |
| Cactus Canyon (1.2)              |  Yes  |  Yes  | Yes(2)|  Yes  | cc_12    |
| Cactus Canyon (1.0)              |  Yes  |  Yes  | Yes(2)|  Yes  | cc_10    |
| Cactus Jack's                    |  Yes  |  Yes  | Yes(2)|  Yes  | cactjack |
| Camel Lights                     |  Yes  |  Yes  |  Yes  |  Yes  | camlight |
| Canasta '86'                     |  Yes  |  Yes  |  Yes  |  Yes  | canasta  |
| Canasta '86' (Free Play)         |  Yes  |  Yes  |  Yes  |  Yes  | canastfp |
| Captain Hook                     |  Yes  |  Yes  | Yes(2)|  Yes  | cpthook  |
| Car Hop                          |  Yes  |  Yes  | Yes(2)|  Yes  | carhop   |
| Caribbean Cruise                 |  Yes  |  Yes  | Yes(2)|  Yes  | ccruise  |
| Catacomb (Free Play)             |  Yes  |  Yes  | Yes(2)|  Yes  | catacofp |
| Catacomb (No Bagatelle)          |  Yes  |  Yes  | Yes(2)|  Yes  | cataconb |
| Catacomb                         |  Yes  |  Yes  | Yes(2)|  Yes  | catacomb |
| Cavaleiro Negro                  |  Yes  |  Yes  | Yes(2)|  Yes  | cavnegro |
| Cavaleiro Negro (alternate set 2)|  Yes  |  Yes  | Yes(2)|  Yes  | cavnegr2 |
| Cavaleiro Negro (alternate set 1)|  Yes  |  Yes  | Yes(2)|  Yes  | cavnegr1 |
| Caveman (Pinball/Video Combo) (se|  Yes  |  Yes  | Yes(2)|  Yes  | cavemana |
| Caveman (Pinball/Video Combo)    |  Yes  |  Yes  | Yes(2)|  Yes  | caveman  |
| Caveman (Pinball/Video Combo) (Ev|  Yes  |  Yes  | Yes(2)|  Yes  | cavemane |
| Centaur (Free Play)              |  Yes  |  Yes  |  Yes  |  Yes  | centaura |
| Centaur (Free Play rev. 27)      |  Yes  |  Yes  |  Yes  |  Yes  | centaurb |
| Centaur (Inder)                  |  Yes  |  Yes  |  Yes  |  Yes  | centauri |
| Centaur (Inder, alternate set)   |  Yes  |  Yes  |  Yes  |  Yes  | centaurj |
| Centaur                          |  Yes  |  Yes  |  Yes  |  Yes  | centaur  |
| Cerberus                         |  Yes  |  Yes  |  Yes  |  Yes  | cerberus |
| Champion                         |  Yes  |  Yes  |  Yes  |  Yes  | champion |
| Champion Pub, The (1.6 Pinball FX|  Yes  |  Yes  | Yes(2)|  Yes  | cp_16pfx |
| Champion Pub, The (1.5)          |  Yes  |  Yes  | Yes(2)|  Yes  | cp_15    |
| Champion Pub, The (1.6)          |  Yes  |  Yes  | Yes(2)|  Yes  | cp_16    |
| Chance                           |  Yes  |  Yes  |  Yes  |  Yes  | chance   |
| Charlie's Angels                 |  Yes  |  Yes  | Yes(2)|  Yes  | charlies |
| Checkpoint (1.7)                 |  Yes  |  Yes  |  Yes  |  Yes  | ckpt_a17 |
| Cheech & Chong: Road-Trip'pin (Ha|  Yes  |  Yes  | Yes(2)|  Yes  | che_cho  |
| Cheetah (Black cabinet Bonus shot|  Yes  |  Yes  | Yes(2)|  Yes  | cheetah1 |
| Cheetah (Blue cabinet)           |  Yes  |  Yes  | Yes(2)|  Yes  | cheetahb |
| Cheetah (Black cabinet Bonus shot|  Yes  |  Yes  | Yes(2)|  Yes  | cheetah2 |
| Cheetah (Black cabinet)          |  Yes  |  Yes  | Yes(2)|  Yes  | cheetah  |
| Cheetah (Blue cabinet Bonus shot |  Yes  |  Yes  | Yes(2)|  Yes  | cheetahb2 |
| Cheetah (Black cabinet Free Play)|  Yes  |  Yes  | Yes(2)|  Yes  | cheetafp |
| Cheetah (Prototype Sounds + MOD 8|  Yes  |  Yes  | Yes(2)|  Yes  | cheetah84 |
| Chicago Cubs Triple Play         |  Yes  |  Yes  | Yes(2)|  Yes  | triplay  |
| Chicago Cubs Triple Play (Free Pl|  Yes  |  Yes  | Yes(2)|  Yes  | triplyfp |
| Chicago Cubs Triple Play (German |  Yes  |  Yes  | Yes(2)|  Yes  | triplgfp |
| Chicago Cubs Triple Play (German)|  Yes  |  Yes  | Yes(2)|  Yes  | triplayg |
| Chicago Cubs Triple Play (rev. 1 |  Yes  |  Yes  | Yes(2)|  Yes  | triplyf1 |
| Chicago Cubs Triple Play (rev. 1)|  Yes  |  Yes  | Yes(2)|  Yes  | triplaya |
| Chuck-A-Luck                     |  Yes  |  Yes  |  Yes  |  Yes  | chucklck |
| Circa 1933                       |  Yes  |  Yes  |  Yes  |  Yes  | circa33  |
| Circus                           |  Yes  |  Yes  | Yes(2)|  Yes  | circus   |
| Circus (7-digit conversion)      |  Yes  |  Yes  | Yes(2)|  Yes  | circus7  |
| Cirqus Voltaire (1.4)            |  Yes  |  Yes  | Yes(2)|  Yes  | cv_14    |
| Cirqus Voltaire (D.52 Prototype) |  Yes  |  Yes  | Yes(2)|  Yes  | cv_d52   |
| Cirqus Voltaire (1.0)            |  Yes  |  Yes  | Yes(2)|  Yes  | cv_10    |
| Cirqus Voltaire (1.3)            |  Yes  |  Yes  | Yes(2)|  Yes  | cv_13    |
| Cirqus Voltaire (2.0H)           |  Yes  |  Yes  | Yes(2)|  Yes  | cv_20h   |
| Cirqus Voltaire (2.0H Coin Play) |  Yes  |  Yes  | Yes(2)|  Yes  | cv_20hc  |
| Cirqus Voltaire (1.1)            |  Yes  |  Yes  | Yes(2)|  Yes  | cv_11    |
| City Slicker                     |  Yes  |  Yes  |  Yes  |  Yes  | cityslck |
| Clash, The (Rock Encore unofficia|  Yes  |  Yes  | Yes(2)|  Yes  | clash    |
| Class of 1812                    |  Yes  |  Yes  | Yes(2)|  Yes  | clas1812 |
| Cleopatra                        |  Yes  |  Yes  | Yes(2)|  Yes  | cleoptra |
| Close Encounters of the Third Kin|  Yes  |  Yes  | Yes(2)|  Yes  | closeenc |
| Clown                            |  Yes  |  Yes  |Partial|  Yes  | clown    |
| Clown (Inder)                    |  Yes  |  Yes  |  Yes  |  Yes  | pinclown |
| Clown (Free Play)                |  Yes  |  Yes  |Partial|  Yes  | clownfp  |
| Clown (Inder, Free Play)         |  Yes  |  Yes  |  Yes  |  Yes  | pinclofp |
| Cobra (Playbar)                  |  Yes  |  Yes  |Partial|  Yes  | cobrapb  |
| Cobra                            |  Yes  |  Yes  |  Yes  |  Yes  | cobra    |
| Columbia                         |  Yes  |  Yes  |  Yes  |  Yes  | columbia |
| Come Back                        |  Yes  |  Yes  |Partial|  Yes  | comeback |
| Comet (L-5)                      |  Yes  |  Yes  | Yes(2)|  Yes  | comet_l5 |
| Comet (L-4)                      |  Yes  |  Yes  | Yes(2)|  Yes  | comet_l4 |
| Coney Island!                    |  Yes  |  Yes  | Yes(2)|  Yes  | coneyis  |
| Congo (1.3, DCS95 S1.1)          |  Yes  |  Yes  | Yes(2)|  Yes  | congo_13 |
| Congo (2.1, DCS95 S1.1)          |  Yes  |  Yes  | Yes(2)|  Yes  | congo_21 |
| Congo (2.0, WPC-S S1.0-kit)      |  Yes  |  Yes  |Part(2)|  Yes  | congo_20s10k |
| Congo (1.1, DCS95 S1.1)          |  Yes  |  Yes  | Yes(2)|  Yes  | congo_11 |
| Congo (2.0, DCS95 S1.1)          |  Yes  |  Yes  | Yes(2)|  Yes  | congo_20 |
| Contact (L-1)                    |  Yes  |  Yes  | Yes(2)|  Yes  | cntct_l1 |
| Continental (Bingo, alternate ver|   No  |  Yes  |  Yes  |  Yes  | cntintl2 |
| Continental (Bingo)              |   No  |  Yes  |  Yes  |  Yes  | cntinntl |
| Continental 3 in 1 (Bingo)       |   No  |  Yes  |  Yes  |  Yes  | cntine31 |
| Corsario                         |  Yes  |  Yes  |  Yes  |  Yes  | corsario |
| Corsario (Free Play)             |  Yes  |  Yes  |  Yes  |  Yes  | corsarfp |
| Corvette (PX-4 Prototype)        |  Yes  |  Yes  | Yes(2)|  Yes  | corv_px4 |
| Corvette (2.1)                   |  Yes  |  Yes  | Yes(2)|  Yes  | corv_21  |
| Corvette (LA-1)                  |  Yes  |  Yes  | Yes(2)|  Yes  | corv_la1 |
| Corvette (PX-3 Prototype)        |  Yes  |  Yes  | Yes(2)|  Yes  | corv_px3 |
| Corvette (DX-1 LED Ghost Fix)    |  Yes  |  Yes  | Yes(2)|  Yes  | corv_dx1 |
| Corvette (FreeWPC 0.61)          |  Yes  |  Yes  | Yes(2)|  Yes  | corv_f61 |
| Corvette (PX-5 Prototype LED Ghos|  Yes  |  Yes  | Yes(2)|  Yes  | corv_px5 |
